X,Y,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LON,BSTP_LAT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,WARD_ID,ANC_ID,SMD_ID,ROUTEID,MEASURE,OFFSET,BLOCKKEY,BLOCKFACEKEY,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID,SNOWPRIORITY
-77.0114982823105,38.8224967710587,1306838,1000012,1482,PRS,1966/03/02 00:00:00+00,REV,BLUE PLAINS DR SW,MARTIN LUTHER KING JR AVE SW,164,FAR,OPPO WINGATE HOUSE APTS,MARTIN LUTHER KING JR AVE SW + BLUE PLAINS DR SW,-77.011496,38.822489,,KFH,2006/04/11 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,<58,CON,NON,Y,N,E,0,U,E,U,UNK,UNK,-9,N,N,N,N,Y,N,Y,N,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,8,ANC 8D,8D04,14059452,1370.69995117188,3,f025e1726d9ce854f06f9cd87e33ffa8,3e9d0a8c7101c72e3fd71946b52deddd,BusStopPt_1,,{6127F869-648A-4DAE-8C68-9B4091A72CA2},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21121,YES
-76.9936602736266,38.8437287774174,1309633,1000150,2442,PRS,1968/11/25 00:00:00+00,REV,9TH ST SE,ALABAMA AVE SE,78,NEX,UNKNOWN,ALABAMA AVE SE + 9TH ST SE,-76.993658,38.843721,,KFH,2006/04/20 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,5.69999981,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,NSG,-9,N,N,U,Y,U,U,U,U,8,ANC 8C,8C03,13009362,512.900024414062,3,23323cd921259f65b7a18a4d7e812ecb,977eebe8dde73a5e0ead544ac45e76d4,BusStopPt_2,,{2EBF3CAF-4FD1-4CBE-8416-A69ABE405B5A},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21122,YES
-76.9952002891376,38.9515027956367,1302221,1002530,8509,PRS,1978/02/19 00:00:00+00,REV,FARRAGUT PL NE,SOUTH DAKOTA AVE NE,316,NEX,UNKNOWN,SOUTH DAKOTA AVE NE + FARRAGUT PL NE,-76.995198,38.951495,,KFH,2006/08/24 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,3,N,N,N,NON,UPV,4.9000001,N,Y,U,Y,N,Y,U,Y,N,N,N,NSG,-9,Y,Y,U,N,U,U,U,U,5,ANC 5A,5A02,12081442,5109.60009765625,3,a14a7ea6f2048b073f7a6e579b586c75,8a59b94929f5206d56b521c69a156cad,BusStopPt_3,,{F43CD5BF-C390-4E65-A143-C3940F0CCCBF},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21123,
-76.9498192707225,38.8669337827327,1303559,1000422,3745,PRS,1901/01/01 00:00:00+00,REV,R ST SE,ALABAMA AVE SE,35,NEA,UNKNOWN,ALABAMA AVE SE + R ST SE,-76.949817,38.866926,,KFH,2006/05/25 00:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,3,N,N,N,NON,UNK,4.0999999,N,N,Y,N,Y,Y,Y,U,Y,N,N,NSG,-9,N,Y,U,N,U,U,U,U,7,ANC 7B,7B07,13009362,5511.2998046875,3,9b1ac06dc077471fdd6061abff9c6de4,58092cec1808479bffe83fe07fbd12b2,BusStopPt_4,,{927BBBA7-6276-41DD-9812-46E2C9E4B248},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21124,
-77.0428602949116,38.9278897906041,1301995,1001978,7459,PRS,1971/04/27 00:00:00+00,UNK,ADAMS MILL RD,HARVARD ST NW,305,NEA,E OF DRWY TO HARVARD TOWERS,HARVARD ST NW + ADAMS MILL RD,-77.042858,38.927882,,KFH,2009/06/24 00:00:00+00,-9,UNK,UNKW,N,Y,N,N,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,SLP,-9,N,N,U,Y,N,N,U,Y,N,N,N,NSG,-9,N,Y,U,U,U,U,U,U,1,ANC 1D,1D05,11043742,1989.69995117188,3,1819e2607474cdc0515ca5d58e2e5a43,ba794e574ca1bdd74e0c497713e64dc9,BusStopPt_5,,{AAC858B1-C9D1-45AC-B82C-2BF82D74B6E2},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21125,
-77.0168002887083,38.9384977947934,1302188,1003078,13141,PRS,1901/01/01 00:00:00+00,REV,4TH ST NW,ROCK CREEK CHURCH RD NW,221,NEA,UNKNOWN,ROCK CREEK CHURCH RD NW + 4TH ST NW,-77.016798,38.93849,,KFH,2006/05/11 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58O,CON,TRC,Y,Y,U,5,N,Y,Y,NON,SLP,7.80000019,Y,N,Y,N,Y,N,Y,U,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,4,ANC 4C,4C10,11076702,1219.90002441406,3,7365b471ff25d90f4551be19a1d4214b,532287ab9a22011202ad38b9a3809af7,BusStopPt_6,,{654BC24A-F739-4A43-95A2-137CF3C20924},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21126,
-76.9935542867748,38.917617787398,1307871,1001704,6926,PRS,1978/02/19 00:00:00+00,REV,V ST NE,BRENTWOOD RD NE,222,NEX,UNKNOWN,BRENTWOOD RD NE + V ST NE,-76.993552,38.91761,,KFH,2006/07/19 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,5.80000019,Y,N,U,Y,Y,N,U,Y,Y,Y,Y,YUN,-9,U,N,U,U,U,U,U,U,5,ANC 5C,5C05,12017612,258.399993896484,-3,2656bd1c58f70e0a7936b389707bb89d,96797805dbca305561d911a9f3ee4147,BusStopPt_7,,{73054201-5C0A-4D34-AAC9-A7B855E5503C},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21127,
-76.9938872781787,38.9332527957712,1301871,1003219,13579,PRS,2018/09/04 00:00:00+00,UNK,BUS BAY D,BROOKLAND-CUA STATION,357,ATP,UNKNOWN,BROOKLAND-CUA STATION + BUS BAY D,-76.993885,38.933245,,KFH,2009/06/19 00:00:00+00,-9,UNK,UNKW,Y,Y,Y,Y,58U,CON,SHL,Y,N,E,11,Y,Y,N,NON,UNK,-9,N,N,N,N,N,N,N,N,N,N,N,NPL,-9,U,N,Y,N,U,U,U,U,5,ANC 5B,5B02,12000902,3004.30004882812,-3,c58a4c2603988ffb2b031d42e3bef12d,da7e4ec5f9cb609e1973998b58b0e57f,BusStopPt_8,,{102F0BCF-5AAB-4282-ABC5-E29003EACCFD},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21128,
-77.02729529716,38.916929792082,1307667,1001678,6885,PRS,1991/05/12 00:00:00+00,REV,11TH ST NW,U ST NW,91,NEA,UNKNOWN,U ST NW + 11TH ST NW,-77.027293,38.916922,,KFH,2009/05/13 00:00:00+00,0,UNK,UNKW,N,N,N,N,58U,BRK,NON,Y,N,E,6,Y,Y,N,NON,UNK,6.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,Y,U,U,U,U,1,ANC 1B,1B02,11087232,1192.69995117188,-3,31a5a7ae4802942af67d91dff957e5d3,391a5162b9971fec3fabbd650e36ee19,BusStopPt_9,,{2F09B2F4-A04D-4FFB-A3A9-EF9514E0AFA3},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21129,
-77.0200162920849,38.9576388017139,1308423,1002636,17436,PRS,2011/02/15 00:00:00+00,REV,LONGFELLOW ST NW,5TH ST NW,177,NEA,UNKNOWN,5TH ST NW + LONGFELLOW ST NW,-77.020014,38.957631,,KFH,2006/06/12 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,7.5,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,4,ANC 4D,4D01,11000502,5039.39990234375,-3,dec25711a3f26a16ba062fba0c4672bc,1b9d74f2a7098d046d78819e25e0dfdf,BusStopPt_10,,{5E4DD3BA-E5B8-441B-B36F-DD595E356C9B},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21130,
-76.9765162783414,38.9114667942737,1307859,1001521,6601,PRS,1941/08/09 00:00:00+00,UNK,#1600,BLADENSBURG RD NE,15,MID,OPPO,BLADENSBURG RD NE + #1600,-76.976514,38.911459,,KFH,2006/07/11 00:00:00+00,-9,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,4,Y,Y,N,NON,UNK,-9,N,N,U,N,N,N,U,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,5,ANC 5C,5C04,12015992,1398.09997558594,3,cb8d037260edd7c653d2679435ea704d,3b9645ead6f6a40bb143c7fb8686684f,BusStopPt_11,,{8AE7443E-3688-4D0A-AFA8-5B17765DEFDB},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21131,
-77.1076893151976,38.9358387954569,1304267,1002215,7866,PRS,1961/07/13 00:00:00+00,UNK,SIBLEY HOSPITAL,LOUGHBORO RD NW,266,MID,BEG 137' E OF E CURB OF ENTR-EXTD E 160',LOUGHBORO RD NW + SIBLEY HOSPITAL,-77.107687,38.935831,,KFH,2009/06/16 00:00:00+00,-9,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,7,N,Y,N,NON,UNK,-9,N,N,N,N,Y,Y,U,U,Y,N,N,NPL,-9,U,N,U,N,U,U,U,U,3,ANC 3D,3D04,11057002,1391.19995117188,3,3f33a873957e89b58776cc6d70f8db5b,8a6d32df6f1cf50a970f8241b45d7d93,BusStopPt_12,,{75F79774-E370-4C2C-AC26-4E179AA02C14},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21132,
-77.0384042958637,38.9255057934179,1301905,1003225,13607,PRS,1961/12/03 00:00:00+00,REV,QUARRY RD NW,COLUMBIA RD NW,234,NEA,UNKNOWN,COLUMBIA RD NW + QUARRY RD NW,-77.038402,38.925498,,KFH,2006/06/06 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,Y,Y,N,NON,UNK,3.9000001,Y,N,Y,N,Y,N,Y,U,N,N,N,NSG,-9,N,N,U,N,U,U,U,U,1,ANC 1C,1C05,11024632,1881.69995117188,3,64ef538b77a59cce24b6727eb0b85131,416886b3adef87ca6fdb8a76beede05c,BusStopPt_13,,{BC8E2F7F-12A6-4A01-A94C-7C5126755C76},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21133,
-76.993306276078,38.8563047796589,1310036,1003366,13951,PRS,1968/06/10 00:00:00+00,UNK,#2633,SHERIDAN RD SE,353,MID,BET POMEROY RD & EXIT FROM W/B PKWY,SHERIDAN RD SE + #2633,-76.993304,38.856297,,KFH,2006/05/09 00:00:00+00,-9,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UPV,-9,N,N,U,N,N,N,U,U,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,8,ANC 8C,8C06,13079822,583.099975585938,-3,5d9d2d8e8d0506717f840e8998504742,3bfc000f3542d726b5b622b030aeb430,BusStopPt_14,,{C4732A59-E9B7-42A2-9B2E-67DC2D1F3364},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21134,
-76.9473262661041,38.8978477935906,1308180,1003215,13571,PRS,1978/12/03 00:00:00+00,UNK,BUS BAY K,MINNESOTA AVE STATION,196,MID,UNKNOWN,MINNESOTA AVE STATION + BUS BAY K,-76.947324,38.89784,,KFH,2009/07/28 00:00:00+00,-9,UNK,UNKW,N,Y,N,N,58O,CON,SHL,Y,Y,U,0,N,N,N,NON,UNK,-9,Y,Y,Y,Y,U,U,U,U,N,N,N,NPL,-9,N,Y,U,N,U,U,U,U,7,ANC 7F,7F01,58002762,32.7999992370605,3,,a04c78eb011bc859ee43307600513f21,BusStopPt_15,,{611F8EF8-682D-4A94-ADDF-CB3F4948A7FA},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21135,
-77.0006832814442,38.9160527922605,1307744,1001649,6836,PRS,1958/09/07 00:00:00+00,REV,TODD PL NE,4TH ST NE,181,FAR,UNKNOWN,4TH ST NE + TODD PL NE,-77.000681,38.916045,,KFH,2006/08/10 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,4,N,Y,N,NON,UPV,4.5999999,Y,N,Y,N,Y,N,Y,U,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,5,ANC 5E,5E03,12000402,2634.89990234375,-3,a839bb239c8024e304c9b9f4c251445f,a74e370cc17782e5221abd1a276685fc,BusStopPt_16,,{1F9B2191-46CB-41BD-9F63-2277EFB19257},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21136,
-77.02432529218,38.9737027998374,1308476,1002822,9471,PRS,1901/01/01 00:00:00+00,REV,8TH ST NW,BUTTERNUT ST NW,270,NEA,UNKNOWN,BUTTERNUT ST NW + 8TH ST NW,-77.024323,38.973695,,KFH,2006/07/26 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,3.70000005,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,4,ANC 4B,4B01,11019632,629.900024414062,3,a4cc85c01a04548ce1d1a24b20a678f5,c1e1b60f5ebfa178c5ec0e00697a1a1d,BusStopPt_17,,{F73AA352-0684-4E92-969F-2A3987B8D618},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21137,
-76.9699612741878,38.9256447923847,1305595,1001912,7346,PRS,1942/05/24 00:00:00+00,REV,26TH ST NE,FRANKLIN ST NE,270,NEA,UNKNOWN,FRANKLIN ST NE + 26TH ST NE,-76.969959,38.925637,,KFH,2006/08/17 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,<58,CON,NON,Y,N,E,6,N,N,Y,NON,UPV,4.0999999,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,5,ANC 5C,5C07,12038092,3389.19995117188,-3,80afe3f2756f91f2ad3dfdb78e6ca1ad,a91f20c62f786ac4dd62ac300c8042c2,BusStopPt_18,,{98E0913D-EF1B-413C-A716-3B6E00D159D2},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21138,
-76.9973082830103,38.9207817943087,1302162,1001781,7095,PRS,2018/07/21 00:00:00+00,UNK,#617,RHODE ISLAND AVE NE,68,MID,(FRT) 12' W OF HYDRANT,RHODE ISLAND AVE NE + #617,-76.997306,38.920774,,KFH,2006/08/10 00:00:00+00,-9,UNK,UNKW,N,Y,N,N,58U,CON,NON,Y,N,E,3,Y,Y,N,NON,UPV,-9,N,N,U,N,N,N,U,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,5,ANC 5E,5E03,12075462,1109.09997558594,3,9aa212279bbd967be721ab6d10a6400d,e284f4da56ee2364fc63dd00081012f7,BusStopPt_19,,{6DC99AD2-CEA5-435A-9B50-2E511A576840},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21139,
-77.0049592804805,38.8580617795033,1310041,1000299,3219,PRS,1990/06/24 00:00:00+00,UNK,#2750,S CAPITOL ST SW,194,MID,OPPO ENTR TO -,S CAPITOL ST SW + #2750,-77.004957,38.858054,,KFH,2006/05/01 00:00:00+00,-9,UNK,UNKW,N,Y,N,Y,UNK,UNK,UNK,U,N,E,0,U,E,U,UNK,UNK,-9,N,N,N,N,N,N,N,N,N,N,N,NPL,-9,U,Y,U,N,U,U,U,U,8,ANC 8C,8C01,64010532,1117.09997558594,-3,,10184c40f3999edcfa24b9dc837c5214,BusStopPt_20,,{85567744-5516-4685-88A4-3DEAC24A83FF},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21140,
-77.0088412823072,38.9183897885165,1308248,1001714,6960,PRS,1964/08/15 00:00:00+00,UNK,V ST NE,N CAPITOL ST NE,2,FAR,UNKNOWN,N CAPITOL ST NE + V ST NE,-77.008839,38.918382,,KFH,2006/08/07 00:00:00+00,-9,UNK,UNKW,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,3.9000001,N,N,Y,N,N,N,Y,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,5,ANC 5E,5E09,25065323,922.299987792969,3,,b0ba62b769d50cd48e20c4b715341b5e,BusStopPt_21,,{8620557C-DD82-4287-BE23-FD74A476E353},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21141,
-77.0246522994841,38.9735547981306,1308477,1003252,13700,PRS,1901/01/01 00:00:00+00,REV,8TH ST NW,BUTTERNUT ST NW,89,NEA,UNKNOWN,BUTTERNUT ST NW + 8TH ST NW,-77.02465,38.973547,,KFH,2006/07/26 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,5.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,4,ANC 4B,4B02,11019632,658.299987792969,-3,45cbac8d217212a8442ad5066a54f872,0dc2c3f25110413377bdd9650c7bd956,BusStopPt_22,,{9EB79AD8-57C0-4EA0-AD5B-64CB31163323},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21142,
-76.9903192800607,38.9372127934115,1302148,1002239,7924,PRS,1945/08/03 00:00:00+00,REV,12TH ST NE,QUINCY ST NE,91,FAR,UNKNOWN,QUINCY ST NE + 12TH ST NE,-76.990317,38.937205,,KFH,2009/06/19 00:00:00+00,1,INS,WMAT,N,Y,Y,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,4.69999981,Y,Y,Y,Y,N,N,N,N,N,N,N,YMR,-9,N,N,U,Y,U,U,U,U,5,ANC 5B,5B05,12074032,258.700012207031,3,14fc0262af640c167a0cfa2902f8e9ef,6d83365379602b7b371f8787fd23a320,BusStopPt_23,,{C790C84C-CCB7-4A29-A1DD-AA5FFBC595BB},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21143,
-77.0364813009685,38.9914068060392,1308409,1003414,15230,PRS,1957/02/01 00:00:00+00,UNK,PORTAL DR (NO),16TH ST NW,178,FAR,250' S OF -,16TH ST NW + PORTAL DR (NO),-77.036479,38.991399,,KFH,2009/06/03 00:00:00+00,-9,UNK,UNKW,N,Y,N,Y,58U,CON,NON,Y,N,E,5,Y,Y,N,NON,UNK,4.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,-9,U,Y,U,Y,U,U,U,U,4,ANC 4A,4A01,11001602,10180.900390625,-3,31331bd0b545d8ef634fe723d86587da,04379b75c477169c9a6f50172a4fe638,BusStopPt_24,,{6E4279FC-C436-4828-95E0-FE989F60A570},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21144,
-77.0900353012861,38.9410831184398,1304323,1002310,8077,PRS,1953/10/12 00:00:00+00,REV,45TH ST NW,MASSACHUSETTS AVE NW,312,NEA,UNKNOWN,MASSACHUSETTS AVE NW + 45TH ST NW,-77.090033,38.941075,,KFH,2006/04/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58O,CON,TRC,Y,Y,U,5,N,Y,N,NON,UNK,10.30000019,N,Y,Y,N,N,Y,Y,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,3,ANC 3E,3E05,11059602,8140.2001953125,3,cb76e04e2251e26e17dcc0c57bcb5e29,d52d6fd44bf263151468e0f3112ec2b8,BusStopPt_25,,{8BA83C01-C543-4DF1-B640-E30199ED1741},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21145,
-76.9298322567222,38.8899027871605,1301372,1000816,5111,PRS,1954/05/18 00:00:00+00,REV,50TH ST NE,E CAPITOL ST NE,271,NEA,UNKNOWN,E CAPITOL ST NE + 50TH ST NE,-76.92983,38.889895,,KFH,2006/06/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,3,N,Y,N,NON,UNK,6.30000019,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,7,ANC 7C,7C02,15031912,6396.39990234375,-3,c86f2bd8d07988bc0ffa5bae2c3aec32,a68d373f6c23c3eda93979df69b2adbe,BusStopPt_26,,{268BAC38-D1AB-4558-8141-6063DE7E6327},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21146,YES
-77.0363402942484,38.9417207902763,1301752,1002340,8136,PRS,1993/12/12 00:00:00+00,REV,UPSHUR ST NW,16TH ST NW,360,NEA,@ STOP BAR,16TH ST NW + UPSHUR ST NW,-77.036338,38.941713,,KFH,2006/04/28 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,NON,UNK,2.20000005,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,YMR,-9,N,Y,U,Y,U,U,U,U,4,ANC 4C,4C04,11001602,4665.2001953125,3,632018859f32a0e8ac284f7f50505e80,4f639e8187696bea097438a89895be56,BusStopPt_27,,{0C9968F9-576F-430A-9874-CCF3C908C5D7},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21147,
-77.0363482936838,38.9399447938479,1301750,1002302,8054,PRS,1943/08/13 00:00:00+00,REV,SHEPHERD ST NW,16TH ST NW,360,FAX,BEGIN 9' N OF S CURB-EXTD N 100',16TH ST NW + SHEPHERD ST NW,-77.036346,38.939937,,KFH,2006/06/02 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58O,CON,TRC,Y,Y,U,6,N,Y,N,NON,UNK,5.5999999,N,Y,U,Y,N,Y,U,Y,Y,Y,Y,NSG,-9,N,Y,U,N,U,U,U,U,4,ANC 4C,4C04,11001602,4468.2001953125,3,edf703bc170bfce5e4cc973cc22ac45f,4f639e8187696bea097438a89895be56,BusStopPt_28,,{E902C77B-8C4B-48E2-BAF0-FAA692FE8D0A},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21148,YES
-77.0271362945116,38.9245287940543,1301825,1003049,16850,PRS,1961/12/03 00:00:00+00,REV,FAIRMONT ST NW,11TH ST NW,179,FAR,UNKNOWN,11TH ST NW + FAIRMONT ST NW,-77.027134,38.924521,,KFH,2006/06/08 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,6,Y,Y,Y,Y,N,N,N,N,N,N,N,NSG,-9,N,N,U,Y,U,U,U,U,1,ANC 1B,1B03,11001102,3306.39990234375,-3,1a87c7fd8560c8ad2d143bcd1bf2aa62,ec237af9406a3eabe9a023fb55826597,BusStopPt_29,,{CA1C6897-2E28-408A-999D-3A45896E7CC0},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21149,
-76.9711672758179,38.9187817890264,1307864,1001721,6979,PRS,1941/08/09 00:00:00+00,REV,QUEENS CHAPEL RD NE,BLADENSBURG RD NE,32,FAX,UNKNOWN,BLADENSBURG RD NE + QUEENS CHAPEL RD NE,-76.971165,38.918774,,KFH,2006/07/11 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,N,SHL,UNK,6.4000001,N,Y,U,Y,N,Y,U,Y,Y,Y,Y,NSG,-9,N,N,U,U,U,U,U,U,5,ANC 5C,5C04,12015992,2341.69995117188,3,bee39ad0bf49a2d23ef66283553cc87a,0dd9e4922d1ba8872dcfaf5478c4c00e,BusStopPt_30,,{825788FB-12DD-46A1-ACB3-F88FDE334452},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21150,
-76.9655192716705,38.8523697808536,1309601,1000236,2863,PRS,1946/09/01 00:00:00+00,REV,BUENA VISTA TER SE,30TH ST SE,317,NEX,APPROX 25' S OF STOP SIGN,30TH ST SE + BUENA VISTA TER SE,-76.965517,38.852362,,KFH,2006/05/02 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,Y,U,5,N,Y,N,NON,UNK,4.4000001,Y,N,N,N,Y,N,U,U,Y,N,N,NSG,-9,N,N,U,N,U,U,U,U,8,ANC 8B,8B05,13003002,2526.19995117188,-3,e3d256939f36cda85fd69cbfe221421f,bd812be070c58d99f9a8fc82530efdcc,BusStopPt_31,,{D1FE2D30-B065-437A-850E-BAB7FFA35949},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21151,YES
-77.0271742893563,38.9027017884358,1307286,1001249,6065,PRS,1961/12/03 00:00:00+00,REV,K ST NW,11TH ST NW,181,NEA,UNKNOWN,11TH ST NW + K ST NW,-77.027172,38.902694,,KFH,2009/07/06 00:00:00+00,1,INS,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,7,N,Y,N,NON,UNK,4.9000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,Y,U,U,U,U,2,ANC 2F,2F08,11001102,883.400024414062,-3,a19670457cbd747c1566d2d2c88350db,c2b98bd85fd608300efc3caea865c22e,BusStopPt_32,,{3FA15F86-E0DD-435E-8A09-4C2995625EC7},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,21152,
